sample_id,source_sample_id,target_uid,target_class_id,target_class_name,target_instance_id,target_color,height,width,bbox,dice,iou,precision,recall,specificity,balanced_accuracy,hd95,assd,relative_area_error,infer_ms
10_1,,,,,,,420,580,"[224, 102, 335, 218]",0.8842315369261478,0.7924865831842576,0.8271279516749039,0.9498045150712574,0.9933211977714695,0.9715628564213634,19.211973847235825,5.293679644056516,0.14831630722663638,216.00137212499249
10_100,,,,,,,420,580,"[175, 98, 324, 254]",0.877767642424745,0.7821621222197591,0.8874077800134138,0.8683347005742412,0.9941964478631001,0.9312655742186706,13.0,6.120051257088006,-0.021493027071369974,216.00137212499249
10_104,,,,,,,420,580,"[262, 127, 342, 229]",0.9383311299478965,0.88382654556109,0.9069452796151534,0.971967133881102,0.9973925094674232,0.9846798216742626,8.6536172634861,2.507043895376781,0.07169324955695183,216.00137212499249
10_109,,,,,,,420,580,"[225, 90, 320, 215]",0.9532344588198169,0.910647534064874,0.9594714775759116,0.9470780035114121,0.9986461595918956,0.9728620815516539,5.0,1.9682276377649854,-0.01291698018560321,216.00137212499249
10_11,,,,,,,420,580,"[224, 93, 335, 220]",0.9214334941419711,0.8543130990415335,0.8834801762114537,0.9627940470475276,0.9955030008330925,0.97914852394031,8.94427190999916,3.440769780959519,0.08977436389822371,216.00137212499249
10_15,,,,,,,420,580,"[247, 101, 343, 218]",0.9422121612274413,0.8907383188681488,0.9066924845697688,0.9806282722513089,0.9967324970333955,0.9886803846423522,7.211102550927978,2.5564994168710085,0.08154450261780105,216.00137212499249
10_16,,,,,,,420,580,"[253, 90, 324, 175]",0.9225512528473804,0.8562367864693446,0.8858267716535433,0.9624524714828897,0.9978194760058816,0.9801359737443857,9.030461825975577,2.5325688043681747,0.08650190114068441,216.00137212499249
10_18,,,,,,,420,580,"[235, 89, 355, 202]",0.9371263138020014,0.8816911416390336,0.9024242424242425,0.9746040057599162,0.9965884192726764,0.9855962125162963,8.54400374531753,2.6119067849798863,0.07998429113758346,216.00137212499249
10_2,,,,,,,420,580,"[230, 95, 342, 219]",0.9487758095453007,0.902543737254481,0.9635613612925404,0.9344371596844093,0.9986445070566622,0.9665408333705358,5.656854249492381,2.307036865777391,-0.030225580620068897,80.98209462423256
10_24,,,,,,,420,580,"[264, 107, 342, 208]",0.9201106410673608,0.852041585053488,0.8592919009269108,0.9901943617580109,0.9961074282543539,0.9931508950061825,8.95820393249937,3.169966020771623,0.15233759411661704,80.98209462423256
10_26,,,,,,,420,580,"[235, 89, 339, 203]",0.9210470009271806,0.853648863035431,0.863466167424445,0.9868561821794284,0.9956930189785579,0.9912746005789932,8.48528137423857,3.054073542806209,0.14290081002598196,80.98209462423256
10_27,,,,,,,420,580,"[225, 115, 345, 182]",0.9126686656671664,0.8393657359531196,0.870264474624732,0.9594168636721828,0.996956281128943,0.978186572400563,8.549835897490041,2.949178291775996,0.1024428684003152,80.98209462423256
10_28,,,,,,,420,580,"[258, 91, 369, 217]",0.9338145533676556,0.8758462763839108,0.9585921325051759,0.9102855960264901,0.9983756241023186,0.9543306100644043,7.615773105863909,3.1177975403087093,-0.0503932119205298,80.98209462423256
10_3,,,,,,,420,580,"[283, 121, 354, 228]",0.9201476588303866,0.8521050737675423,0.8606214791931673,0.9885201419327907,0.9967882282493541,0.9926541850910724,6.324555320336759,2.7227450874560803,0.14861198079732832,80.98209462423256
10_30,,,,,,,420,580,"[239, 86, 343, 199]",0.9427874964152567,0.8917672589176726,0.9199664194767035,0.9667695927069548,0.997584449258654,0.9821770209828045,6.324555320336759,2.1898386191428307,0.05087487134244964,80.98209462423256
10_31,,,,,,,420,580,"[218, 86, 301, 221]",0.9193593314763231,0.8507539631395798,0.8752320339432511,0.9681724845995893,0.9960258803456343,0.9820991824726117,7.0710678118654755,3.0515773752763233,0.10618949838662364,80.98209462423256
10_32,,,,,,,420,580,"[227, 122, 331, 223]",0.9041301969365426,0.8250343192312493,0.9574221578566257,0.856458090426221,0.9987536088112227,0.9276058496187218,12.132449830450222,4.091585422153826,-0.10545407436196398,92.90868500011129
10_35,,,,,,,420,580,"[241, 95, 329, 239]",0.9306380851890931,0.8702742002492729,0.9665474679893875,0.8973013493253373,0.9987620698192622,0.9480317095722998,8.246211251235321,3.13413264631338,-0.07164275005354466,92.90868500011129
10_36,,,,,,,420,580,"[274, 126, 351, 238]",0.935064935064935,0.8780487804878049,0.925463162429987,0.9448680351906158,0.9978080918996537,0.9713380635451347,5.830951894845301,2.7432385259359333,0.020967741935483872,92.90868500011129
10_37,,,,,,,420,580,"[227, 120, 335, 212]",0.9442978191415474,0.8944736842105263,0.9511683223730236,0.9375258585022755,0.9985233701009947,0.9680246143016351,6.4031242374328485,2.3809984590506525,-0.014342849262170734,92.90868500011129
10_38,,,,,,,420,580,"[268, 103, 360, 212]",0.9077838049800666,0.8311393011010053,0.8994948840823728,0.9162269129287599,0.9967121430387256,0.9564695279837427,11.661903789690601,4.140868321314604,0.018601583113456464,92.90868500011129
10_4,,,,,,,420,580,"[247, 93, 329, 212]",0.9226638023630505,0.8564307078763709,0.9185937708862452,0.926770060687795,0.9974215127971717,0.9620957867424833,7.280109889280518,3.2019250577849623,0.00890087660148348,92.90868500011129
