sample_id,height,width,bbox,dice,iou,infer_ms
1072,426,635,"[258, 59, 325, 136]",0.806875631951745,0.6762711864414618,1100.4687919048592
1074,547,927,"[472, 144, 812, 443]",0.8931195587297086,0.806879880996677,1107.8480830183253
1080,581,807,"[406, 233, 537, 371]",0.8648002250985282,0.761804436733324,1109.0120000299066
1082,622,927,"[210, 131, 583, 463]",0.644874585091271,0.4758781571038109,1111.658375011757
1084,525,925,"[135, 139, 439, 333]",0.850040859139659,0.7391922277375294,1101.228000014089
1086,629,1102,"[379, 94, 708, 316]",0.8512471953360573,0.7410186002419435,1106.6704170079902
1088,350,744,"[0, 55, 407, 325]",0.8261591904546235,0.7038085434894765,1103.8398750824854
109,601,763,"[442, 210, 593, 362]",0.773392700533032,0.6305136948632546,1109.541125013493
1090,384,617,"[137, 74, 241, 165]",0.8570992133202039,0.7499331729487437,1106.6558749880642
1092,500,926,"[620, 76, 866, 256]",0.737145221348823,0.5837133721236086,1110.6162909418344
1094,206,313,"[65, 26, 176, 109]",0.9022790621414147,0.8219566840928724,1111.3488329574466
1100,501,559,"[138, 97, 453, 285]",0.8733313765776491,0.7751448459839575,1108.2949580159038
1102,501,621,"[216, 18, 519, 278]",0.6767318253253803,0.5114094317970174,1119.0438339253888
1104,571,858,"[267, 204, 447, 372]",0.8528373867430012,0.7434319920187299,1110.4872080031782
1108,580,1024,"[186, 31, 650, 374]",0.8371864325653314,0.719966171715983,1109.8659170093015
111,602,460,"[23, 61, 328, 274]",0.7062404240341519,0.5458822776302619,1114.6530420519412
1110,578,1024,"[114, 115, 514, 479]",0.9079319980934087,0.8313877858414495,1107.4633749667555
1120,467,1024,"[474, 58, 753, 303]",0.6529068183881959,0.4846782890007961,1102.2787909023464
1122,465,1024,"[226, 67, 559, 322]",0.7232920740680802,0.5665290074393168,1110.967249958776
1124,522,1024,"[162, 48, 595, 366]",0.7992485885922187,0.6656236927968154,1107.3491249699146
1125,522,1024,"[116, 41, 557, 412]",0.9164385904892269,0.8457652537690548,1105.6612499523908
1126,465,1024,"[298, 138, 642, 375]",0.9053141933643972,0.8270082501085841,1110.8973750378937
1128,521,1024,"[187, 39, 518, 281]",0.7779875341440241,0.6366445154052581,1101.6439170343801
113,660,502,"[0, 86, 472, 437]",0.9480090445138594,0.9011570295067545,1108.7365000275895
1130,581,1024,"[163, 107, 630, 479]",0.8376892089173852,0.7207101709321169,1103.798249969259
1132,581,1024,"[0, 175, 551, 580]",0.5135084190066681,0.34544993431011684,1113.2788750110194
1134,447,494,"[158, 46, 404, 253]",0.8075504266603829,0.6772197707268854,1109.9775000475347
1136,447,578,"[238, 145, 324, 264]",0.7265395278503516,0.5705238158074013,1109.9669999675825
1141,490,962,"[465, 243, 513, 301]",0.8835668789811884,0.7914194431775836,1118.6065420042723
1142,609,1246,"[528, 35, 936, 446]",0.78984533968168,0.6526813188274071,1113.9208750100806
1144,546,922,"[343, 224, 472, 327]",0.7479889225901701,0.5974299557619576,1113.7471250258386
1148,500,720,"[311, 214, 475, 356]",0.8643898424641829,0.7611677623066613,1114.6003749454394
1150,512,846,"[249, 128, 556, 295]",0.7840882531669574,0.6448562202061499,1112.5712079228833
1152,499,560,"[86, 75, 524, 497]",0.7671218847367456,0.6222203762396724,1108.2649589516222
1156,500,720,"[226, 132, 542, 380]",0.7194655973819558,0.5618479252966985,1103.9756669197232
1158,500,504,"[83, 19, 497, 290]",0.7652449997429324,0.6197545258643521,1113.5106249712408
1160,500,720,"[277, 103, 495, 317]",0.7951952495064437,0.6600200150113436,1119.4769999710843
1162,500,720,"[110, 77, 567, 412]",0.8879657813938581,0.7985058072285498,1118.8742090016603
1164,500,720,"[219, 175, 465, 351]",0.9094169518294437,0.8338814300800019,1111.253667040728
1168,500,720,"[261, 71, 507, 230]",0.8515602346486179,0.7414931634556629,1109.1989589622244
117,600,654,"[237, 135, 395, 285]",0.7582874938153735,0.610678792424709,1112.0584999443963
1172,500,720,"[239, 108, 541, 380]",0.8981844867745208,0.8151859145141006,1116.0390420118347
1174,499,630,"[15, 15, 472, 334]",0.7315531062124383,0.5767313632091083,1111.2394160591066
1176,500,720,"[92, 4, 508, 305]",0.7482941287062059,0.5978194605197249,1104.6204580925405
1181,500,720,"[308, 148, 538, 321]",0.8694421160473373,0.769038125679715,1109.7577910404652
1182,500,720,"[358, 143, 409, 223]",0.7413004573478996,0.5889415481845531,1108.9577910024673
1184,500,720,"[347, 170, 567, 372]",0.4390007884740451,0.281230627941848,1108.7979169096798
1186,500,720,"[23, 35, 533, 327]",0.8423832579728782,0.7276875216038949,1110.2071249624714
1188,428,852,"[302, 143, 470, 251]",0.8976306746247524,0.8142739950780851,1113.718666951172
1190,500,720,"[295, 154, 423, 262]",0.7484154837359235,0.5979743868757027,1114.484415971674
1192,500,720,"[173, 157, 589, 426]",0.8088567664583928,0.6790591959738135,1109.4605419784784
1194,500,720,"[231, 141, 386, 252]",0.8963552500678772,0.81217733344275,1119.749749894254
1196,500,720,"[198, 79, 596, 343]",0.8770955865701369,0.7810955020571168,1109.8932089516893
12,603,573,"[93, 133, 353, 431]",0.8105245377132768,0.6814134157547939,1118.4874169994146
1200,500,504,"[46, 123, 474, 460]",0.8428473098013202,0.7283803744660682,1111.9353329995647
1202,499,630,"[142, 69, 509, 397]",0.9043537993523326,0.8254067771309325,1114.5366670098156
1206,485,852,"[337, 138, 506, 230]",0.8003636711648003,0.6671719186281075,1112.9158339463174
121,660,502,"[110, 159, 298, 329]",0.8063411762140896,0.6755206430399432,1107.8963748877868
1210,500,720,"[132, 74, 550, 409]",0.9109321320070835,0.8364328420467327,1112.9082080442458
1212,500,504,"[53, 93, 458, 431]",0.9677072523116349,0.9374349034986879,1108.362082974054
1216,500,720,"[222, 73, 719, 343]",0.7527646574755801,0.6035466056887046,1110.8355830656365
1218,500,720,"[231, 84, 410, 243]",0.9189189189189388,0.8500000000000681,1107.2226249380037
1220,499,630,"[69, 122, 449, 447]",0.818301206428359,0.6924786678973335,1108.292084070854
1222,500,720,"[282, 123, 491, 314]",0.7555812441298035,0.6071760334418234,1103.8245420204476
1224,485,852,"[255, 228, 373, 366]",0.8682280159081448,0.7671404029363056,1112.1047080960125
1226,500,720,"[345, 113, 454, 202]",0.8991839510371479,0.8168339768342597,1100.776374922134
1228,499,630,"[65, 9, 586, 393]",0.7865659109991678,0.6482147799612713,1104.112708941102
1232,500,762,"[171, 167, 448, 360]",0.8130676578263683,0.6850160105482,1115.6002091011032
1236,500,720,"[206, 77, 589, 356]",0.8672944642457967,0.7656839636334353,1104.3670830549672
