sample_id,height,width,bbox,dice,iou,infer_ms
case078,470,503,"[68, 28, 468, 247]",0.8176988562516394,0.6916163961909373,1120.1529169920832
case079,537,485,"[180, 111, 390, 328]",0.7213327233913309,0.5641285552443015,1112.1040000580251
case080,609,761,"[362, 193, 537, 315]",0.8897373444803207,0.8013755484407676,1107.4643329484388
case081,537,485,"[139, 230, 345, 321]",0.7940473026841199,0.6584398413400482,1113.9307080302387
case082,537,485,"[136, 17, 326, 180]",0.7104274255576948,0.5509014689344089,1108.2843330223113
case083,562,795,"[132, 82, 568, 283]",0.7135761163299692,0.5546975032010837,1110.6444590259343
case084,469,433,"[258, 127, 324, 184]",0.8354485776808852,0.7173994738830612,1119.0405000234023
case085,289,930,"[443, 65, 898, 249]",0.27494511720145975,0.15938340277937574,1113.128750002943
case086,469,433,"[53, 110, 351, 270]",0.7847818702383034,0.6457950642920838,1108.3785829832777
case087,537,485,"[172, 97, 305, 156]",0.7252328959233444,0.5689140342612464,1118.7884580576792
case088,386,930,"[273, 34, 473, 282]",0.824890415292177,0.7019689278573292,1113.0704580573365
case089,537,485,"[164, 126, 254, 218]",0.8268274014544328,0.7047789920083106,1108.0310830147937
case090,537,485,"[234, 118, 326, 217]",0.8617429082546539,0.7570722945670453,1108.0069170566276
case091,532,545,"[207, 58, 357, 128]",0.861853476931351,0.7572429906544891,1104.164040996693
case092,413,794,"[36, 0, 793, 342]",0.5159178375424271,0.34763428238239125,1109.6559589495882
case093,537,485,"[138, 141, 351, 255]",0.8706345600485021,0.7709059700693177,1106.6740410169587
case094,538,831,"[309, 44, 539, 169]",0.80321515716957,0.6711441592709662,1118.5502089792863
case095,533,887,"[391, 73, 497, 144]",0.9013183404421274,0.8203635080292565,1101.1212909361348
case096,532,545,"[242, 121, 341, 182]",0.7449541284407012,0.5935672514628372,1112.6425410620868
case097,500,797,"[302, 77, 476, 211]",0.9128838239949627,0.8397297769496013,1111.9267080212012
case098,532,545,"[195, 127, 362, 195]",0.8100862256359611,0.6807940567535247,1108.9747089426965
case099,537,485,"[219, 97, 324, 181]",0.7416184440160359,0.5893430656940302,1107.7175419777632
case100,538,831,"[362, 128, 609, 305]",0.6021958189202239,0.4308155799442249,1108.483166899532
case101,538,831,"[289, 92, 655, 208]",0.8445882194366117,0.7309846010266879,1102.3861659923568
case102,469,433,"[148, 57, 287, 120]",0.7657512116319004,0.6204188481681603,1114.0381660079584
