sample_id,source_sample_id,target_uid,target_class_id,target_class_name,target_instance_id,target_color,height,width,bbox,dice,iou,precision,recall,specificity,balanced_accuracy,hd95,assd,relative_area_error,infer_ms,concept,text_score
bus_0001-l,,,,,,,353,274,[],0.8783783783783784,0.7831325301204819,0.7841098169717138,0.9984110169491526,0.9829010081486526,0.9906560125489026,14.539517577055276,4.9673956375518475,0.2733050847457627,1191.0016519977944,breast lesion,0.8828125
bus_0001-r,,,,,,,353,275,[],0.8929092500729501,0.8065366367949394,0.8348490360130957,0.9596487560108719,0.990161660815672,0.9749052084132719,8.960990336999409,3.9518728246000077,0.14948776918252143,513.9003840013174,breast lesion,0.875
bus_0002-l,,,,,,,371,274,[],0.0011229646266142617,0.0005617977528089888,0.015873015873015872,0.0005820721769499418,0.9987375022908225,0.4996597872338862,87.05170877128145,43.197542001495016,-0.9633294528521537,533.2267899939325,breast lesion,0.6015625
bus_0002-r,,,,,,,371,276,[],0.859952526280095,0.7543129089827484,0.7604197901049475,0.9894654701521655,0.9919966343794137,0.9907310522657895,10.0,3.972966147919723,0.30120952009364027,554.7629689972382,breast lesion,0.734375
bus_0003-l,,,,,,,372,275,[],0.00017137960582690659,8.56971462850287e-05,0.007142857142857143,8.673026886383348e-05,0.9984686570452793,0.4992776936570716,135.03721677507704,69.25565964228261,-0.9878577623590633,579.1518479963997,breast lesion,0.671875
bus_0003-r,,,,,,,372,274,[],0.0,0.0,0.0,0.0,0.9983148451233558,0.4991574225616779,205.77414480976526,124.63439160808119,-0.9928508974952425,525.1673599996138,breast lesion,0.6015625
bus_0004-l,,,,,,,383,274,[],0.7594097164649312,0.6121357925688319,0.6121357925688319,1.0,0.9858648638117133,0.9929324319058567,15.399433343784699,5.968809020204809,0.6336244541484716,518.2448320047115,breast lesion,0.6875
bus_0004-r,,,,,,,383,277,[],0.8886977464304145,0.7996904024767801,0.7996904024767801,1.0,0.9937492754183251,0.9968746377091626,4.47213595499958,2.7302653714919956,0.2504839334107627,527.1703340040403,breast lesion,0.84765625
bus_0005-l,,,,,,,371,275,[],0.5562727573651108,0.38530322136879513,0.38532530811120663,0.9998512568793694,0.8874839982371828,0.943667627558276,62.294863234004964,23.341889438524607,1.5948237394020526,531.3062189961784,breast lesion,0.66796875
bus_0005-r,,,,,,,371,276,[],0.4257841113404808,0.2704737732656514,0.8229086229086229,0.2871900826446281,0.9924614305750351,0.6398257566098315,94.25655765867143,29.59891087436397,-0.65100610851599,507.77651800308377,breast lesion,0.51953125
