sample_id,source_sample_id,target_uid,target_class_id,target_class_name,target_instance_id,target_color,height,width,bbox,dice,iou,precision,recall,specificity,balanced_accuracy,hd95,assd,relative_area_error,infer_ms
100,,,,,,,564,623,"[[99, 85, 472, 330]]",0.9639219214783081,0.9303564484769928,0.9600476164999198,0.9678276229386621,0.989224736570602,0.9785261797546321,10.816653826391969,4.969009014332704,0.0081037714224074,236.29523999989033
1002,,,,,,,543,592,"[[341, 61, 588, 271]]",0.9538336333818344,0.9117418259824144,0.9689112680996042,0.9392180670228266,0.9955722216672137,0.9673951443450202,15.083021164397232,4.749831745950825,-0.030645944633317143,236.29523999989033
1004,,,,,,,539,818,"[[327, 186, 437, 265]]",0.8885904237458868,0.7995166163141993,0.826277007618334,0.9610691458454387,0.9967950637991972,0.978932104822318,14.422205101855956,4.800602307078836,0.16313190005810574,236.29523999989033
1010,,,,,,,729,949,"[[305, 168, 735, 524]]",0.8772968130952328,0.7814147348364561,0.8228031164314853,0.9395206322842988,0.9638928351202096,0.9517067337022542,61.80771371903372,19.772939868401124,0.14185351698595877,236.29523999989033
1012,,,,,,,365,485,"[[271, 133, 315, 180]]",0.9277588168373151,0.8652519893899204,0.8661710037174721,0.9987752602571953,0.9985632183908046,0.998669239324,3.1622776601683795,1.524512381170203,0.15309246785058175,156.45973949995096
102,,,,,,,340,796,"[[310, 81, 486, 163]]",0.9397322348094748,0.8863159530655063,0.8915813335417807,0.9933809440863961,0.9946480525393775,0.9940144983128868,7.010660171779819,3.058103639477121,0.11417871450966731,156.45973949995096
1020,,,,,,,622,840,"[[246, 120, 628, 448]]",0.9662921348314607,0.9347826086956522,0.9353138520202391,0.9993927581512424,0.9832127675264464,0.9913027628388444,12.529964086141668,5.7280667639172105,0.06851059245257148,156.45973949995096
1024,,,,,,,547,927,"[[293, 53, 801, 250]]",0.8111707588958315,0.6823273947589202,0.7043659890977635,0.9561549100968189,0.9332634111447689,0.9447091606207938,107.0,25.491964074448934,0.3574688796680498,156.45973949995096
1026,,,,,,,597,900,"[[144, 59, 430, 335]]",0.9154381638092207,0.8440626742173059,0.8669308661322404,0.9696954374610237,0.981523906362128,0.9756096719115759,37.33630940518894,11.159861268566997,0.11853836948644048,145.11527949980518
1029,,,,,,,547,928,"[[442, 62, 750, 336]]",0.9414516221319449,0.8893798732449562,0.9394224867611585,0.9434895422681595,0.9903073820567808,0.9668984621624701,21.180160401348267,8.164693953800992,0.004329314620754907,145.11527949980518
103,,,,,,,453,780,"[[257, 107, 471, 270]]",0.9284393617749778,0.8664366053169734,0.8752461185888125,0.9885166417556779,0.988140861406098,0.988328751580888,14.866068747318506,6.346506244608098,0.1294156246582334,145.11527949980518
1031,,,,,,,545,859,"[[280, 55, 617, 345]]",0.9428968959779678,0.8919630378441457,0.9719511473858529,0.9155292479108635,0.9952138865411059,0.9553715672259847,19.1049731745428,7.67978403579756,-0.058050139275766015,145.11527949980518
1033,,,,,,,473,592,"[[101, 117, 157, 195]]",0.8501088139281828,0.7392950082801041,0.7664949717929851,0.9541984732824428,0.9965599603961827,0.9753792168393127,10.0,4.520306348113941,0.2448854961832061,138.40566850012692
1034,,,,,,,644,1059,"[[400, 207, 526, 310]]",0.8518658836900929,0.7419567728097674,0.7456474879787763,0.9933730947647449,0.9954409146702093,0.9944070047174771,23.345235059857504,7.739646266903055,0.3322288491274575,138.40566850012692
1036,,,,,,,336,368,"[[226, 59, 305, 129]]",0.928164196123147,0.8659574468085106,1.0,0.8659574468085106,1.0,0.9329787234042553,5.0,2.531554107968377,-0.13404255319148936,138.40566850012692
1038,,,,,,,624,910,"[[153, 81, 889, 536]]",0.9582273869870399,0.9198047395541576,0.9453249038090198,0.9714869488205614,0.9482955102648122,0.9598912295426868,22.360679774997898,11.001278554972233,0.027675188610948805,138.40566850012692
1040,,,,,,,584,661,"[[290, 104, 623, 362]]",0.9632648887135772,0.9291330815624824,0.974216903073286,0.9525563790288794,0.9944918798630072,0.9735241294459434,14.0,4.9829984170699415,-0.022233779742556234,138.73991374930483
1042,,,,,,,548,806,"[[528, 156, 703, 333]]",0.969573789150627,0.940944415953292,0.9834659629736527,0.9560686227352894,0.9990377693525939,0.9775531960439416,5.385164807134504,2.450448282829011,-0.02785794452461119,138.73991374930483
1044,,,,,,,492,743,"[[208, 70, 386, 236]]",0.9554839271713564,0.9147623019182652,0.9505568314772284,0.9604623670038093,0.9966707224911516,0.9785665447474805,10.770329614269007,3.473500188990657,0.010420771487368098,138.73991374930483
1046,,,,,,,501,592,"[[309, 184, 415, 288]]",0.915018646174709,0.8433496510780127,0.8605590392177702,0.9768367716250452,0.9954492322313677,0.9861430019282065,9.830756560731531,3.9735355910200902,0.1351188321872361,138.73991374930483
1048,,,,,,,547,929,"[[171, 94, 377, 275]]",0.8889365351629502,0.8000771902740255,0.9617866632924206,0.8263453524189165,0.9981147309017663,0.9122300416603414,31.240998703626616,9.092484701248713,-0.1408226127921725,138.9609707503041
1050,,,,,,,425,743,"[[80, 120, 184, 229]]",0.9205607476635514,0.8528138528138528,0.9033094098883573,0.9384838442419221,0.99683129763262,0.967657570937271,8.48528137423857,4.126902145081657,0.03893951946975974,138.9609707503041
1052,,,,,,,535,1048,"[[465, 174, 599, 306]]",0.9042843474254935,0.8252910737386805,0.8352317360565593,0.985783821370625,0.9954047289118683,0.9905942751412466,17.04111059086813,5.769393865265333,0.18025187359962913,138.9609707503041
1054,,,,,,,629,875,"[[305, 92, 819, 487]]",0.8991545251515474,0.816785412389808,0.9523662015460216,0.8515744016518313,0.9827186792023928,0.917146540427112,39.11521443121589,19.928283100894884,-0.10583302907071902,138.9609707503041
