sample_id,source_sample_id,target_uid,target_class_id,target_class_name,target_instance_id,target_color,height,width,bbox,dice,iou,precision,recall,specificity,balanced_accuracy,hd95,assd,relative_area_error,infer_ms
100_IM-0246-0030_anon__capsule,100_IM-0246-0030_anon,100_IM-0246-0030_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[281, 366, 466, 540]]",0.7638572242804218,0.6179360825336445,0.6387928979980935,0.94981396172927,0.9841265893047905,0.9669702755170302,113.2837046389768,25.310257036993033,0.48688873139617295,228.1467944999349
100_IM-0246-0082_anon__capsule,100_IM-0246-0082_anon,100_IM-0246-0082_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[170, 231, 607, 544]]",0.9587769527932272,0.9208180277657906,0.9903776489766347,0.9291305132807273,0.9987721606938303,0.9639513369872788,17.0,6.1548577074583966,-0.06184220308202084,228.1467944999349
101_IM-0027-0028_anon__capsule,101_IM-0027-0028_anon,101_IM-0027-0028_anon__capsule,1,Capsule,0,#1f77b4,480,640,"[[132, 181, 479, 347]]",0.9286082824168364,0.8667308764637299,0.9949084984434552,0.8705924285241478,0.9993468223842102,0.934969625454179,33.24154027718932,6.313621507386501,-0.12495226456885358,228.1467944999349
102_IM-0262-0010_anon__capsule,102_IM-0262-0010_anon,102_IM-0262-0010_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[288, 186, 597, 549]]",0.937199973696324,0.8818215567380274,0.997785132382892,0.8835510668755706,0.999750614505923,0.9416508406907468,35.6931365951495,9.428775474516415,-0.11448764047476809,228.1467944999349
103_IM-0714-0081_anon__capsule,103_IM-0714-0081_anon,103_IM-0714-0081_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[229, 303, 807, 637]]",0.9257443477663433,0.8617542256738236,0.9993113239532124,0.8622663070804955,0.9999039948482159,0.9310851509643556,33.70275431206221,10.572618411493488,-0.13713946153494538,137.64955925034883
104_IM-0112-0030_anon__capsule,104_IM-0112-0030_anon,104_IM-0112-0030_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[116, 282, 705, 662]]",0.8942278180565691,0.8086908249807248,0.9976031775018261,0.8102651257647858,0.9994956949963337,0.9048804103805598,50.0259830292545,20.58187190739454,-0.1877881465916816,137.64955925034883
104_IM-0112-0078_anon__capsule,104_IM-0112-0078_anon,104_IM-0112-0078_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[219, 353, 807, 624]]",0.9452687838655859,0.8962176992636972,0.9980462254738942,0.8977928184801204,0.9997233109087618,0.9487580646944411,27.0,7.635030019733591,-0.10044966298647272,137.64955925034883
105_IM-0418-0051_anon__capsule,105_IM-0418-0051_anon,105_IM-0418-0051_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[255, 264, 781, 557]]",0.9752568299706273,0.9517085436565274,0.9877979900280461,0.963030124657027,0.9981603369828058,0.9805952308199164,9.486832980505138,3.666085463738503,-0.025073816327886907,137.64955925034883
106_IM-0451-0008_anon__capsule,106_IM-0451-0008_anon,106_IM-0451-0008_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[336, 246, 719, 566]]",0.9589254033961307,0.9210919241755389,0.9999412704378876,0.9211417565652085,0.9999927955240031,0.9605672760446058,12.36931687685298,6.287378266694058,-0.07880414200543179,137.6089380000849
107_IM-0250-0022_anon__capsule,107_IM-0250-0022_anon,107_IM-0250-0022_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[310, 297, 884, 606]]",0.8626482768959766,0.7584709807636858,0.9998588184187663,0.7585522196223181,0.9999804528914684,0.8792663362568933,59.0,21.654845583583125,-0.24134067165408826,137.6089380000849
108_IM-0831-0005_anon__capsule,108_IM-0831-0005_anon,108_IM-0831-0005_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[394, 252, 724, 510]]",0.9517636095235739,0.9079665790757321,0.9932525475075736,0.9136017479140609,0.9994580178107514,0.9565298828624061,20.754756169184347,6.096175412493027,-0.08019189056538054,137.6089380000849
10_IM-0415-0078_anon__capsule,10_IM-0415-0078_anon,10_IM-0415-0078_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[315, 194, 659, 561]]",0.9580540506653153,0.9194853641660232,0.9567195325542571,0.959392296987643,0.9939958804908092,0.9766940887392261,28.30194339616981,6.897789073110778,0.002793676038211629,137.6089380000849
110_IM-0026-0001_anon__capsule,110_IM-0026-0001_anon,110_IM-0026-0001_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[211, 289, 765, 565]]",0.8982824914220817,0.8153473866286942,0.9967959671907041,0.8174898615210784,0.9995537460785436,0.9085218037998111,50.986760790426246,16.354028905973543,-0.17988245495712496,137.79058975023872
110_IM-0026-0005_anon__capsule,110_IM-0026-0005_anon,110_IM-0026-0005_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[115, 298, 784, 649]]",0.9479555897234191,0.9010604309700224,0.9968540058157024,0.9036300630574334,0.9991775911612347,0.9514038271093341,27.96419413859206,10.436429886763133,-0.09351815031528717,137.79058975023872
111_IM-0490-0016_anon__capsule,111_IM-0490-0016_anon,111_IM-0490-0016_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[450, 319, 914, 597]]",0.9217301306654017,0.8548232282834747,0.9981631382316314,0.8561700536758619,0.9998341620545916,0.9280021078652267,33.08471257159493,9.538073209345603,-0.14225438619916148,137.79058975023872
112_IM-0503-0038_anon__capsule,112_IM-0503-0038_anon,112_IM-0503-0038_anon__capsule,1,Capsule,0,#1f77b4,720,960,"[[322, 376, 532, 518]]",0.935645765834445,0.8790736540527635,0.9045201441205372,0.9689898679766656,0.9965110764346552,0.9827504722056604,19.389322272356143,4.954857177239295,0.07127505592350541,137.79058975023872
113_IM-0536-0008_anon__capsule,113_IM-0536-0008_anon,113_IM-0536-0008_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[183, 324, 668, 600]]",0.7736312849162011,0.6308309037900874,0.9711079943899018,0.6428969359331477,0.9976466287385473,0.8202717823358474,126.05950451604072,28.975076106244952,-0.33797585886722376,137.8351542502969
116_IM-0407-0048_anon__capsule,116_IM-0407-0048_anon,116_IM-0407-0048_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[202, 241, 808, 557]]",0.9637282563926879,0.9299956911281815,0.9962991850248313,0.9332195227409964,0.9992871279842892,0.9662533253626429,30.951474010784562,6.275606586800036,-0.06331397559284634,137.8351542502969
117_IM-0149-0027_anon__capsule,117_IM-0149-0027_anon,117_IM-0149-0027_anon__capsule,1,Capsule,0,#1f77b4,768,1024,"[[392, 384, 616, 578]]",0.9670508682956815,0.9362037670723361,0.9518090513068732,0.9827887799087899,0.9978884385049137,0.9903386092068518,8.70490925992957,2.973391305213714,0.032548260136190416,137.8351542502969
