sample_id,source_sample_id,target_uid,target_class_id,target_class_name,target_instance_id,target_color,height,width,bbox,dice,iou,precision,recall,specificity,balanced_accuracy,hd95,assd,relative_area_error,infer_ms,concept,text_score
100,,,,,,,564,623,"[99, 85, 472, 330]",0.968856195324335,0.9395936734828932,0.9807689650884877,0.9572293461699231,0.9949785180134844,0.9761039320917038,10.198039027185569,4.245435395559094,-0.024001186575516094,916.1445619538426,thyroid nodule,0.94140625
1002,,,,,,,543,592,"[341, 61, 588, 271]",0.9637527167350881,0.9300412481648063,0.9584293948126801,0.9691355026711996,0.993823944968531,0.9814797238198654,10.227316361325995,3.7533255801910586,0.011170471102476931,228.12701994553208,thyroid nodule,0.9453125
1004,,,,,,,539,818,"[327, 186, 437, 265]",0.8432137768692313,0.7289279211738245,0.7350685819202938,0.9886693782684486,0.9943481606753637,0.9915087694719061,20.615528128088304,7.0270288070061335,0.34500290528762345,224.3543821386993,thyroid nodule,0.8203125
1010,,,,,,,729,949,"[305, 168, 735, 524]",0.798699329799358,0.6648621361927308,0.8828866313003478,0.7291696495900271,0.9827393545441847,0.8559545020671059,69.08834705237409,29.124988013580417,-0.17410727069671544,234.57266297191381,thyroid nodule,0.66796875
1012,,,,,,,365,485,"[271, 133, 315, 180]",0.816704176044011,0.6901944209636517,0.6901944209636517,1.0,0.9958207900018244,0.9979103950009123,7.0710678118654755,4.331979931329655,0.4488671157379057,220.2436060179025,thyroid nodule,0.7890625
102,,,,,,,340,796,"[310, 81, 486, 163]",0.8689853754641206,0.768323730403323,0.7690450643776824,0.9987807002264414,0.9867108096219295,0.9927457549241854,13.038404810405298,7.230928426692198,0.2987284445218603,221.68336692266166,thyroid nodule,0.89453125
1020,,,,,,,622,840,"[246, 120, 628, 448]",0.9348443223443224,0.8776598031208357,0.8777805484140019,0.999843292426127,0.9661876544737011,0.9830154734499141,21.563821334599496,11.289762014160289,0.13905838336549103,224.36476196162403,thyroid nodule,0.94140625
1024,,,,,,,547,927,"[293, 53, 801, 250]",0.8588050989033847,0.7525490151402955,0.8101598047512173,0.9136652835408022,0.9643971856319102,0.9390312345863563,58.0,20.0826631339885,0.12775933609958506,222.41790196858346,thyroid nodule,0.86328125
1026,,,,,,,597,900,"[144, 59, 430, 335]",0.8202311493258144,0.6952473349818389,0.6999511631508105,0.9904265898097117,0.9472978373074404,0.968862213558576,81.28714222662421,28.163780695449006,0.41499384807267703,222.3429698497057,thyroid nodule,0.8203125
1029,,,,,,,547,928,"[442, 62, 750, 336]",0.9634808333682198,0.9295349901720563,0.9385441446339972,0.989778803560933,0.9896747583126075,0.9897267809367702,14.317821063276353,5.183452838871507,0.0545895035623665,222.70765691064298,thyroid nodule,0.921875
103,,,,,,,453,780,"[257, 107, 471, 270]",0.8509958428988025,0.7406377406377407,0.7406377406377407,1.0,0.9705255147909386,0.9852627573954693,24.698178070456937,14.119787541761617,0.3501877437935183,222.55251510068774,thyroid nodule,0.8828125
1031,,,,,,,545,859,"[280, 55, 617, 345]",0.9270976979262201,0.8641026271770147,0.8808410336137614,0.9784818941504179,0.9760214958812176,0.9772516950158177,23.769728648009426,10.472021536758803,0.11084958217270195,239.9252129253,thyroid nodule,0.91015625
1033,,,,,,,473,592,"[101, 117, 157, 195]",0.3707015130674003,0.22752216124947236,0.22818034290552458,0.9874809160305343,0.9604720659389104,0.9739764909847224,119.0,40.21490106376673,3.3276335877862597,221.1157139390707,thyroid nodule,0.609375
1034,,,,,,,644,1059,"[400, 207, 526, 310]",0.8725485471979955,0.773912300196598,0.773912300196598,1.0,0.9960694978170481,0.9980347489085241,10.0,6.531567275483006,0.2921360724541639,223.70375785976648,thyroid nodule,0.79296875
1036,,,,,,,336,368,"[226, 59, 305, 129]",0.9474344236597345,0.9001191421763304,0.9309919901417129,0.9644680851063829,0.9971752362376837,0.9808216606720332,4.0,1.900723553696729,0.03595744680851064,221.2548980023712,thyroid nodule,0.8671875
1038,,,,,,,624,910,"[153, 81, 889, 536]",0.9393143109931431,0.8855727202962864,0.9058408758924793,0.9753565509460865,0.9067053520402815,0.941030951493184,30.0,16.306818743167035,0.07674159656917327,222.96050214208663,thyroid nodule,0.9609375
1040,,,,,,,584,661,"[290, 104, 623, 362]",0.9152499701864342,0.8437427472057656,0.8452501866151079,0.9978907525390428,0.9600827007149508,0.9789867266269968,30.476216875418068,12.342550993240971,0.18058625521894278,222.147346008569,thyroid nodule,0.94140625
1042,,,,,,,548,806,"[528, 156, 703, 333]",0.8981693157885263,0.815160921418069,0.815160921418069,1.0,0.986425589096319,0.9932127945481595,14.0,9.011106845456933,0.22675164341831008,221.83993901126087,thyroid nodule,0.92578125
1044,,,,,,,492,743,"[208, 70, 386, 236]",0.9397616006811409,0.8863681991567959,0.9144194523839112,0.9665484478304655,0.9939717026001045,0.980260075215285,10.295630140987,4.670121147779623,0.0570077499014843,222.55713492631912,thyroid nodule,0.8359375
1046,,,,,,,501,592,"[309, 184, 415, 288]",0.8525701178187884,0.7430258973194003,0.75066556504177,0.9864881167812763,0.990579355747252,0.9885337362642641,12.36931687685298,7.444384141021966,0.3141512848353239,221.00364207290113,thyroid nodule,0.85546875
1048,,,,,,,547,929,"[171, 94, 377, 275]",0.8704583435041403,0.7706296961234125,0.903242147922999,0.8399710092408045,0.9948331973830967,0.9174021033119506,29.068883707497267,10.865367261967547,-0.07004892190614241,222.63670596294105,thyroid nodule,0.9140625
